1	-189.563437	0.000000	9.570000
2	-189.503437	0.000000	9.670000
3	-189.383437	0.002000	9.610000
4	-189.303437	0.002000	9.480000
5	-189.293437	0.004000	9.840000
6	-189.193437	0.004000	9.600000
7	-188.873437	0.006000	9.580000
8	-188.813437	0.006000	9.600000
9	-188.713437	0.008000	9.540000
10	-188.623437	0.008000	9.380000
11	-188.613437	0.010000	9.470000
12	-188.543437	0.010000	9.500000
13	-188.523437	0.012000	9.500000
14	-188.323437	0.012000	9.500000
15	-188.133437	0.014000	9.590000
16	-188.123437	0.014000	9.580000
17	-188.033437	0.016000	9.540000
18	-187.853437	0.016000	9.390000
19	-187.843437	0.018000	9.420000
20	-187.843437	0.018000	9.520000
21	-187.653437	0.019000	9.540000
22	-187.583437	0.019000	9.600000
23	-187.463437	0.021000	9.550000
24	-187.443437	0.021000	9.460000
25	-187.433437	0.023000	9.600000
26	-187.403437	0.023000	9.500000
27	-187.393437	0.025000	9.540000
28	-187.383437	0.025000	9.780000
29	-187.373437	0.027000	9.550000
30	-187.273437	0.027000	9.780000
31	-187.233437	0.029000	9.510000
32	-187.203437	0.029000	9.530000
33	-187.163437	0.031000	9.530000
34	-187.143437	0.031000	10.090000
35	-187.113437	0.033000	9.530000
36	-187.103437	0.033000	9.540000
37	-187.093437	0.035000	9.590000
38	-187.013437	0.035000	9.530000
39	-186.993437	0.037000	9.960000
40	-186.903437	0.037000	9.630000
41	-186.873437	0.039000	9.820000
42	-186.673437	0.039000	9.460000
43	-186.653437	0.039000	9.730000
44	-186.643437	0.041000	9.660000
45	-186.633437	0.043000	9.660000
46	-186.523437	0.045000	9.610000
47	-186.453437	0.045000	9.950000
48	-186.453437	0.047000	9.640000
49	-186.373437	0.047000	9.650000
50	-186.283437	0.049000	9.790000
51	-186.083437	0.049000	9.550000
52	-186.043437	0.051000	9.630000
53	-185.983437	0.051000	9.390000
54	-185.983437	0.053000	9.470000
55	-185.973437	0.053000	10.260000
56	-185.763437	0.055000	9.580000
57	-185.753437	0.055000	9.770000
58	-185.653437	0.057000	9.830000
59	-185.553437	0.057000	9.850000
60	-185.533437	0.059000	9.790000
61	-185.393437	0.059000	9.870000
62	-185.313437	0.061000	9.840000
63	-185.263437	0.061000	9.860000
64	-185.233437	0.062000	9.720000
65	-184.993437	0.066000	10.160000
66	-184.963437	0.064000	9.680000
67	-184.793437	0.066000	9.940000
68	-184.773437	0.066000	9.900000
69	-184.763437	0.068000	10.050000
70	-184.723437	0.068000	9.830000
71	-184.653437	0.070000	10.110000
72	-184.493437	0.070000	9.930000
73	-184.373437	0.072000	10.020000
74	-184.283437	0.072000	9.870000
75	-184.163437	0.074000	9.820000
76	-184.083437	0.074000	10.110000
77	-184.013437	0.076000	10.050000
78	-184.013437	0.076000	9.770000
79	-183.983437	0.078000	9.740000
80	-183.893437	0.078000	9.870000
81	-183.723437	0.080000	9.950000
82	-183.723437	0.080000	9.940000
83	-183.713437	0.084000	9.970000
84	-183.583437	0.084000	9.830000
85	-183.573437	0.084000	9.970000
86	-183.543437	0.086000	9.790000
87	-183.523437	0.086000	9.820000
88	-182.953437	0.086000	9.990000
89	-182.903437	0.090000	9.900000
90	-182.863437	0.090000	10.020000
91	-182.863437	0.092000	9.930000
92	-182.773437	0.092000	9.860000
93	-182.663437	0.094000	9.690000
94	-182.533437	0.094000	9.950000
95	-182.463437	0.096000	10.020000
96	-182.413437	0.098000	9.920000
97	-182.323437	0.098000	9.870000
98	-182.143437	0.100000	9.760000
99	-182.073437	0.100000	9.830000
100	-182.033437	0.100000	10.270000
101	-181.963437	0.102000	9.700000
102	-181.923437	0.103000	10.020000
103	-181.763437	0.103000	10.050000
104	-181.693437	0.105000	10.190000
105	-181.653437	0.107000	9.780000
106	-181.643437	0.107000	9.870000
107	-181.633437	0.107000	9.730000
108	-181.613437	0.109000	9.810000
109	-181.563437	0.111000	10.030000
110	-181.523437	0.111000	10.170000
111	-181.493437	0.113000	10.250000
112	-181.403437	0.113000	10.120000
113	-181.333437	0.115000	10.120000
114	-181.293437	0.115000	10.140000
115	-181.283437	0.117000	10.410000
116	-181.123437	0.117000	9.930000
117	-181.023437	0.119000	9.950000
118	-180.993437	0.119000	10.110000
119	-180.993437	0.121000	9.870000
120	-180.743437	0.121000	9.950000
121	-180.733437	0.123000	10.060000
122	-180.713437	0.123000	9.860000
123	-180.563437	0.123000	10.190000
124	-180.313437	0.125000	9.900000
125	-180.183437	0.129000	10.130000
126	-180.133437	0.129000	10.000000
127	-179.993437	0.129000	9.920000
128	-179.943437	0.131000	10.150000
129	-179.843437	0.131000	10.320000
130	-179.793437	0.131000	10.110000
131	-179.623437	0.133000	10.060000
132	-179.563437	0.135000	10.170000
133	-179.483437	0.135000	10.210000
134	-179.453437	0.137000	10.020000
135	-179.453437	0.139000	10.270000
136	-179.393437	0.139000	9.940000
137	-179.343437	0.139000	9.970000
138	-179.213437	0.141000	10.230000
139	-179.183437	0.143000	10.120000
140	-178.983437	0.143000	10.280000
141	-178.973437	0.144000	10.200000
142	-178.893437	0.144000	10.080000
143	-178.843437	0.146000	9.950000
144	-178.823437	0.146000	10.310000
145	-178.813437	0.146000	10.700000
146	-178.803437	0.148000	10.080000
147	-178.553437	0.150000	9.830000
148	-178.523437	0.150000	10.430000
149	-178.473437	0.152000	10.260000
150	-178.433437	0.152000	10.260000
151	-178.203437	0.154000	10.580000
152	-178.193437	0.154000	10.280000
153	-178.043437	0.154000	10.160000
154	-178.033437	0.158000	10.070000
155	-177.963437	0.158000	10.120000
