#Y dist(nm)	Y force(pN)
3571.475633	20.580400
3591.762050	19.340100
3598.310600	19.000200
3593.808700	19.341900
3597.415317	19.165700
3599.882100	19.050300
3599.137850	19.123800
3594.824917	19.409600
3590.416517	19.702700
3603.077767	19.162100
3599.400867	19.397000
3598.643283	19.472800
3597.689300	19.527600
3601.701200	19.452000
3604.084350	19.384500
3601.903933	19.622800
3611.656250	19.018200
3609.824283	19.129300
3605.461950	19.402200
3616.829733	18.839800
3612.884750	19.124100
3615.692500	19.020000
3617.367033	18.964900
3617.019367	18.980600
3612.742600	19.266900
3614.756283	19.239700
3616.717917	19.237700
3616.200017	19.295300
3620.075083	19.097800
3614.600250	19.434000
3622.323367	18.997700
3619.465517	19.204700
3624.730167	18.959300
3623.495617	19.040000
3621.917300	19.140600
3623.045783	19.105300
3618.454783	19.457200
3622.830017	19.206200
3624.168417	19.228700
3622.690150	19.372800
3622.370917	19.443500
3625.468733	19.267000
3632.125200	19.007700
3638.408017	18.697700
3630.136433	19.321600
3631.978083	19.197400
3625.843717	19.588400
3621.048283	19.887400
3632.499367	19.316300
3634.760417	19.208000
3634.148833	19.290100
3632.584733	19.409800
3639.806800	19.057800
3636.663883	19.300000
3639.166200	19.182000
3636.995167	19.356500
3637.420017	19.385300
3638.976167	19.326800
3640.399167	19.311800
3638.366367	19.574600
3647.913717	19.029500
3640.565267	19.550600
3644.774500	19.309500
3656.576217	18.605900
3642.835850	19.477200
3659.699017	18.615200
3655.131000	18.906900
3649.047450	19.303200
3649.914983	19.260700
3644.151867	19.762100
3650.852633	19.421200
3651.351517	19.478900
3653.927733	19.331500
3661.180950	18.914700
3656.030083	19.226500
3653.320250	19.578600
3654.825533	19.505500
3656.438217	19.417700
3654.288483	19.562800
3660.425033	19.325800
3664.977617	19.144400
3663.627767	19.246400
3658.371633	19.615900
3661.396550	19.437000
3663.242967	19.379300
3659.263217	19.643300
3661.153017	19.555400
3666.644950	19.272300
3657.374450	19.929300
3662.142150	19.669800
3660.386067	19.793000
3661.580017	19.764800
3668.511283	19.534900
3670.384550	19.437600
3677.778467	18.999200
3669.436667	19.520900
3675.986783	19.278400
3673.255317	19.462400
3672.929433	19.558900
3671.866300	19.637100
3671.879900	19.657200
3674.742583	19.503400
3688.056100	18.755100
3668.982783	19.945000
3678.801400	19.384500
3673.404867	19.711100
3661.524533	20.569900
3673.734750	19.853400
3678.133783	19.654000
3676.661083	19.774600
3684.313400	19.395000
3679.344867	19.718900
3679.399783	19.735600
3679.946183	19.695700
3680.546550	19.726200
3687.373567	19.477400
3684.490583	19.685500
3690.128950	19.354800
3690.566717	19.371800
3678.677300	20.250900
3688.661350	19.689600
3695.069117	19.378700
3690.942517	19.619900
3676.641150	20.499600
3693.019900	19.561200
3692.895217	19.704800
3695.284767	19.612700
3697.429350	19.557600
3696.172083	19.619800
3703.909300	19.167900
3699.644200	19.419900
3689.208083	20.223700
3699.391067	19.640000
3697.304933	19.765600
3697.330067	19.783700
3695.774850	19.983900
3699.899883	19.842100
3705.498867	19.532000
3702.875067	19.728800
3709.484900	19.356900
3703.467417	19.749200
3714.859633	19.123900
3707.277150	19.718400
3704.561950	19.912800
3699.894800	20.226900
3697.818817	20.358200
3705.301717	20.063300
3713.256100	19.638900
3709.404150	19.912200
3708.284867	19.987700
3701.749383	20.395000
3705.788317	20.195300
3718.122250	19.628700
3717.193583	19.719400
3714.616600	19.954500
3710.771667	20.193500
3709.163500	20.300100
3718.532250	19.762800
3716.665233	19.762900
3715.896633	19.820800
3714.973933	19.904500
3720.565950	19.543800
3714.481417	19.930700
3712.667700	20.054700
3710.456233	20.197000
3711.037850	20.166900
3718.231333	19.727500
3715.105350	19.821300
3707.799617	20.238200
3710.014650	20.076900
3702.310283	20.515300
3702.814867	20.475500
3707.972200	20.170500
3701.942800	20.524800
3705.624867	20.299100
3702.596167	20.476100
3707.254017	20.210600
3708.116083	20.156800
3702.577400	20.486700
3710.847250	19.986300
3709.058017	20.087300
3697.367267	20.408600
3707.406417	19.767800
3704.809683	19.928800
3704.133417	19.966400
3715.090117	19.160000
3696.954150	20.218500
3694.301533	20.417800
3700.060783	20.093200
3706.666733	19.623700
3703.167800	19.768800
3709.966717	19.347800
3711.561967	19.263500
3706.678700	19.543500
3706.464300	19.547100
3704.592617	19.640600
3698.598183	19.932100
3700.351350	19.825800
3706.357500	19.467000
3699.279633	19.900000
3699.852733	19.859200
3708.291400	19.354500
3698.578200	19.958100
3701.520350	19.750800
3690.120383	20.189200
3694.937017	19.875800
3698.434067	19.650500
3694.544483	19.909000
3698.565500	19.681200
3700.822850	19.523700
3696.815783	19.760200
3700.036317	19.577000
3691.919700	19.720200
3692.481300	19.695300
3695.806633	19.482100
3692.512750	19.698600
3679.414750	20.460600
3687.636133	19.933900
3692.492183	19.643500
3690.922167	19.733000
3693.426817	19.610900
3694.351317	19.537100
3686.629550	19.992900
3688.352450	19.892100
3690.569433	19.756900
3687.774200	19.916400
3687.033017	19.955000
3696.180433	19.411900
3693.008800	19.592100
3696.410750	19.383900
3689.561350	19.760700
3693.038833	19.076500
3688.894667	19.305200
3689.741283	19.212100
3685.164067	19.471400
3678.918733	19.731700
3684.105883	19.407400
3684.303067	19.389800
3680.084917	19.632200
3681.313383	19.572700
3687.264700	19.233900
3682.729383	19.336000
3676.146783	19.671700
3682.055550	19.305000
3685.040933	19.130500
3682.220183	19.269100
3685.450633	19.074400
3684.197533	19.153000
3681.657183	19.324900
3681.836117	19.265300
3676.257567	19.492700
3671.458683	19.763800
3666.530350	20.031600
3673.541517	19.606400
3674.757900	19.493700
3677.890333	19.321600
3677.908150	19.295700
3677.420183	19.313500
3679.685383	19.158700
3674.690333	19.457200
3675.762750	19.394100
3680.579850	19.085100
3670.630317	19.681400
3669.992583	19.719400
3667.354233	19.534300
3675.133017	18.992000
3667.688617	19.412000
3668.760600	19.353000
3670.087933	19.252300
3667.946733	19.360000
3665.432633	19.424500
3664.696317	19.460900
3654.842483	20.075500
3666.246567	19.376600
3670.684767	19.113500
3666.340817	19.383500
3665.856717	19.406900
3670.966733	19.086700
3664.971050	19.325100
3658.995150	19.480800
3665.703783	19.074400
3653.379867	19.793000
3653.700717	19.782200
3656.084900	19.503600
3651.361967	19.775900
3651.405917	19.733300
3650.285550	19.784400
3661.325167	19.143200
3647.283433	19.980700
3655.195617	19.326800
3653.416633	19.425700
3648.828717	19.711400
3657.940733	19.168300
3649.034133	19.570900
3643.354250	19.881300
3646.153550	19.724700
3639.917883	20.117500
3656.674533	19.114000
3655.905183	19.149700
3650.627167	19.298300
3649.772833	19.302400
3638.099683	19.978900
3641.208367	19.793000
3648.956883	19.323100
3652.265633	19.124500
3647.288617	19.216700
3647.417700	19.200600
3645.123600	19.353000
3647.752183	19.197700
3647.854483	19.159000
3645.470200	19.181700
3640.363367	19.471700
3645.454917	19.186700
3642.218933	19.391500
3642.651267	19.389800
3644.629183	19.288300
3645.346733	19.140100
3642.624133	19.291000
3643.660717	19.226600
3644.023683	19.186000
3638.581650	19.354800
3640.655967	19.193600
3646.237567	18.839000
3638.574117	19.288100
3642.952583	19.049500
3644.441300	18.961200
3654.858517	18.332000
3641.541883	19.142500
3643.993583	18.985900
3641.727200	19.115100
3633.796883	19.554700
3632.225583	19.525300
3643.375983	18.841000
3640.840833	18.964900
3636.391917	19.223900
3626.488383	19.790800
3634.244467	19.317200
3632.290867	19.429400
3630.697933	19.459600
3631.626400	19.120500
3640.193833	18.562300
3640.859267	18.467600
3632.257933	18.960400
3625.176050	19.369800
3627.722250	19.225800
3630.020000	19.078200
3632.612183	18.917200
3625.868517	19.032800
3617.142667	19.499900
3612.575417	19.762100
3625.928983	18.949900
3624.882900	19.025400
3623.249733	19.115800
3625.758500	18.968400
3628.059900	18.826200
3620.695933	19.269100
3622.945950	19.132800
3624.349250	18.890400
3617.121200	19.193400
3621.065650	18.926400
3620.109767	18.916100
3621.425517	18.846500
3625.828533	18.584500
3618.355100	19.018800
3616.971967	19.084700
3623.670933	18.641200
3624.354067	18.470600
3627.198350	18.285300
3625.035617	18.383000
3627.615700	18.206100
3617.267983	18.783400
3617.062533	18.790300
3623.895083	18.378700
3613.693533	18.993400
3609.625983	18.975400
3617.302200	18.429900
3613.001533	18.675700
3613.426783	18.646300
3609.324967	18.896000
3606.485800	19.070400
3616.290917	18.262100
3608.931367	18.699200
3605.733983	18.883600
3606.054483	18.852100
3607.050483	18.720100
3607.201350	18.674700
3620.059867	17.890400
3613.853033	18.237400
3614.045317	18.212300
3602.070167	18.913100
3611.317433	18.354100
3603.078933	18.854800
3598.334117	19.033100
3602.831600	18.529200
3599.696667	18.713900
3603.907950	18.465300
3600.399067	18.682400
3607.606167	18.220100
3601.604683	18.588100
3601.345767	18.598400
3606.394100	18.303300
3602.060750	18.241800
3588.729000	19.034100
3586.530667	19.189100
3593.617050	18.769500
3600.058833	18.376300
3594.330850	18.723600
3583.558367	19.174700
3589.636100	18.812100
3591.850350	18.677400
3595.622000	18.443400
3589.861767	18.678200
3587.287667	18.781100
3592.927500	18.450900
3583.238117	19.022900
3587.781283	18.773800
3590.310833	18.629200
3585.222300	18.955800
3580.916967	19.228700
3578.255017	19.288400
3578.613883	19.169200
3588.794133	18.546100
3583.521033	18.854800
3591.235867	18.407300
3586.166950	18.706200
3590.353567	18.435500
3587.342050	18.596100
3585.883583	18.596800
3583.916333	18.402400
3584.621783	18.341200
3584.702200	18.319800
3586.397067	18.219200
3582.853817	18.435200
3576.532217	18.828500
3577.451900	18.594300
3576.583633	18.643000
3579.007817	18.493400
3580.536583	18.383500
3576.174883	18.520300
3579.557517	18.281900
3580.725467	18.215600
3584.931133	17.957200
3579.170700	18.290400
3578.730667	18.317300
3580.250900	18.094200
3573.275167	18.545300
3575.176667	18.414500
3576.375567	18.336200
3578.340950	18.157200
3570.743083	18.499300
3573.436617	18.329600
3581.272883	17.848600
3574.897283	18.235900
3576.497467	18.154400
3576.771117	18.110000
3568.822633	18.421900
3574.902567	18.041000
3570.832467	18.262100
3569.047383	18.370000
3570.751050	18.253500
3577.523250	17.840100
3579.323167	17.722400
3579.544167	17.693900
3566.343633	18.336100
3572.074917	17.960900
3565.033450	18.358800
3565.131683	18.341200
3572.679650	17.832000
3572.338400	17.866500
3556.858017	18.780800
3566.024233	18.229300
3570.855917	17.620100
3554.876467	18.530900
3563.826317	17.965400
3562.031367	18.085700
3554.162833	18.481300
3556.247850	18.256500
3553.263333	18.438400
3556.048283	18.275800
3551.035450	18.563100
3552.916900	18.463500
3557.190283	18.172000
3552.473500	18.281700
3556.040583	18.046300
3560.178150	17.788800
3563.472150	17.538300
3554.303750	18.116400
3553.526833	18.172900
3556.956083	17.962600
3557.088467	17.926400
3553.800417	17.884400
3543.242883	18.484000
3554.504900	17.800500
3546.742350	18.235500
3548.158083	18.151900
3550.118550	18.026100
3551.125667	17.964200
3544.416367	18.365300
3548.668100	17.790000
3543.963583	18.052900
3543.604350	18.043800
3541.981700	18.147900
3541.538450	18.084600
3536.837883	18.286600
3545.072350	17.811000
3544.214383	17.877400
3548.148100	17.658900
3546.340733	17.749900
3541.015483	18.039400
3540.565433	18.020200
3539.264083	18.078100
3542.732000	17.878500
3537.787667	18.181400
3534.178250	18.398400
3530.663983	18.632200
3538.198783	18.184000
3540.140617	18.056900
3531.873267	18.250400
3524.532783	18.639700
3529.911267	18.295400
3538.922467	17.763800
3522.851983	18.704200
3528.940950	18.351900
3535.744717	17.936900
3530.985467	18.223100
3527.372483	18.389500
3534.830850	17.967000
3526.988467	18.283100
3527.471550	18.113400
3538.187017	17.330300
