f,PSD
20.092345329004573,0.14647747935833189
20.19237276510126,0.14706097447020827
20.292400201198063,0.13841927017225847
20.392427637294748,0.14126078657818014
20.492455073391554,0.1453736547755991
20.592482509488356,0.14624283609717104
20.692509945585044,0.1502205391192868
20.792537381681846,0.15053162948468127
20.892564817778535,0.14662064682316903
20.992592253875337,0.14493792441476566
21.09261968997214,0.1446993594662998
21.192647126068827,0.14277952541866712
21.29267456216563,0.14302552335865618
21.39270199826243,0.14457657541476204
21.49272943435912,0.1465186084674327
21.592756870455922,0.1437487957528032
21.69278430655261,0.14267334606426568
21.792811742649413,0.14409261379945
21.892839178746218,0.14849866760756605
21.992866614842903,0.14726156477755653
22.09289405093971,0.14421048375194498
22.192921487036394,0.14211423506265577
22.292948923133196,0.1429054022456261
22.39297635923,0.14284579328249036
22.493003795326686,0.14467921339166334
22.593031231423492,0.14325519040322282
22.693058667520177,0.14547199674554928
22.793086103616982,0.1460346531363976
22.893113539713784,0.1419197744711618
22.99314097581047,0.14128939807897414
23.093168411907275,0.14304796515004176
23.19319584800396,0.1445942961058124
23.293223284100765,0.14304367854176556
23.393250720197567,0.14508729257536435
23.493278156294256,0.14440817995717517
23.593305592391058,0.13918609793970613
23.69333302848786,0.1384533423953566
23.79336046458455,0.13927056467444576
23.89338790068135,0.14018388535188608
23.99341533677804,0.1438225756690961
24.09344277287484,0.1453219272370139
24.193470208971643,0.14138552907395183
24.29349764506833,0.14679086621150064
24.393525081165134,0.14728265308723912
24.493552517261822,0.14167593085743158
24.593579953358624,0.13775478000200372
24.69360738945543,0.1432508406196581
24.793634825552115,0.1419543022658558
24.89366226164892,0.14213541576013922
24.993689697745722,0.1442542982305293
25.093717133842407,0.14341722702189819
25.193744569939213,0.14345764182672213
25.293772006035898,0.1414451874087662
25.393799442132703,0.14242313453734715
25.493826878229505,0.13709187068534634
25.593854314326194,0.13990275972276112
25.693881750422996,0.1442458445151926
25.79390918651968,0.14424641082226503
25.893936622616486,0.13951710162046324
25.99396405871329,0.13684248029535434
26.093991494809977,0.14225124728296254
26.19401893090678,0.14208761633330133
26.294046367003467,0.13794944230918152
26.39407380310027,0.13853456296713895
26.49410123919707,0.13886936368147101
26.59412867529376,0.14296766338257916
26.694156111390562,0.1457470106896335
26.79418354748725,0.1438809877243097
26.894210983584053,0.1411326940760991
26.994238419680855,0.14240145087616377
27.094265855777543,0.13943826511330012
27.194293291874345,0.1406312518944232
27.29432072797115,0.14168604792344225
27.394348164067836,0.13803364124924078
27.49437560016464,0.13919192402127273
27.594403036261326,0.14262843199052078
27.69443047235813,0.14157414785291952
27.794457908454934,0.13745205585917547
27.89448534455162,0.13910284000182022
27.994512780648424,0.14392973172665297
28.09454021674511,0.14115192739792992
28.194567652841915,0.1416188451020478
28.294595088938717,0.1405994669314697
28.394622525035405,0.14097947252360774
28.494649961132207,0.14193599229801135
28.59467739722901,0.14447840874434006
28.694704833325698,0.14002251282838687
28.7947322694225,0.13615291329028587
28.89475970551919,0.13886303065947767
28.99478714161599,0.1417605735867874
29.094814577712793,0.1417368189841742
29.19484201380948,0.13871249260348145
29.294869449906283,0.13572856887416251
29.39489688600297,0.13434678486983592
29.494924322099774,0.1399081824679678
29.594951758196576,0.14584848872233064
29.694979194293264,0.1439641777459804
29.795006630390066,0.1389316960032349
29.895034066486755,0.13714365460245875
29.995061502583557,0.14013165494619106
30.095088938680362,0.14094934379066798
30.195116374777047,0.14155528101043358
30.295143810873853,0.14414104924245658
30.395171246970538,0.13798093034468173
30.49519868306734,0.1390563930184739
30.595226119164145,0.14065618572045252
30.69525355526083,0.14083991124379167
30.795280991357636,0.14151398135415855
30.895308427454438,0.14259375974760533
30.995335863551126,0.13978389327003476
31.09536329964793,0.1396752531994247
31.195390735744613,0.1393271051318505
31.29541817184142,0.1396171616933476
31.39544560793822,0.1374028034178228
31.49547304403491,0.1454901940674267
31.59550048013171,0.14997456254316857
31.6955279162284,0.1473570453482984
31.795555352325202,0.1452655384360091
31.895582788422004,0.144969926521262
31.995610224518693,0.14811967297047526
32.095637660615495,0.1458257085041892
32.19566509671218,0.14268746280804134
32.295692532808985,0.13847776526706337
32.39571996890579,0.13978488974594866
32.495747405002476,0.14040244635838345
32.59577484109928,0.14216304514060432
32.69580227719608,0.14139228128089024
32.79582971329277,0.1427791640069793
32.89585714938957,0.14143181798168283
32.99588458548626,0.14037384757251611
33.09591202158306,0.139795480000887
33.19593945767986,0.13622364221721553
33.29596689377655,0.14141473747627215
33.39599432987335,0.14641240887504417
33.49602176597004,0.1415097372074241
33.596049202066844,0.13935419066442029
33.696076638163646,0.14159165808880328
33.796104074260334,0.1392218189017065
33.89613151035714,0.13766264162831404
33.996158946453825,0.14162759105132922
34.09618638255063,0.14366294718048242
34.196213818647436,0.14113782503001585
34.29624125474412,0.14319971819826363
34.39626869084093,0.14322878483941634
34.49629612693773,0.1457306358810449
34.59632356303441,0.14315734495279334
34.69635099913122,0.14197256833676455
34.7963784352279,0.14366411233229212
34.89640587132471,0.14272743806356084
34.99643330742151,0.13847177145965037
35.0964607435182,0.1391836424653213
35.196488179615,0.1412893385396489
35.296515615711684,0.1405490324332991
35.39654305180849,0.139426864242502
35.496570487905295,0.1392544794146867
35.59659792400198,0.13997773454699394
35.696625360098786,0.14122618776022475
35.796652796195474,0.14155582768068056
35.896680232292276,0.1411746841370277
35.99670766838908,0.13875840320485744
36.09673510448577,0.14001531216799154
36.19676254058257,0.1399277960715478
36.29678997667937,0.1431061451637063
36.39681741277606,0.14059718253133874
36.49684484887286,0.138631786681527
36.59687228496955,0.13688207209191225
36.69689972106635,0.13697831718365702
36.796927157163154,0.140008520098194
36.89695459325984,0.14197987983701418
36.996982029356644,0.1426310083468261
37.09700946545333,0.1412794162062094
37.197036901550135,0.141808189020706
37.29706433764694,0.14182178425630015
37.397091773743625,0.14032695448625393
37.49711920984043,0.13802095252259525
37.597146645937116,0.14042439613755217
37.69717408203392,0.14247232560510262
37.79720151813072,0.14318870272714024
37.89722895422741,0.14165092069372026
37.99725639032421,0.14503720492022484
38.09728382642101,0.146118997088924
38.1973112625177,0.14360699122948428
38.2973386986145,0.14274916962446438
38.39736613471119,0.14557579611270338
38.49739357080799,0.1445653107639911
38.597421006904796,0.14109795070802691
38.697448443001484,0.14222774407329597
38.797475879098286,0.14411658629960186
38.897503315194975,0.14287971351791975
38.99753075129178,0.14077178738365728
39.09755818738858,0.14098015610132855
39.19758562348527,0.14054512115627674
39.29761305958207,0.14105977551861518
39.39764049567876,0.14337401081965676
39.49766793177556,0.14367470633587737
39.59769536787237,0.14480182516891518
39.69772280396905,0.14446654565284242
39.79775024006586,0.14349338528515748
39.89777767616266,0.14782348768701736
39.99780511225934,0.1472493215407442
40.09783254835615,0.14625700016251902
40.19785998445283,0.14557052425020883
40.29788742054964,0.14510990456424708
40.397914856646445,0.15009433422745821
40.49794229274313,0.15246777224623687
40.597969728839935,0.14567686128732527
40.697997164936616,0.14422636524544988
40.798024601033426,0.1451728965021187
40.89805203713023,0.14446605405703444
40.998079473226916,0.14086933938466134
41.09810690932372,0.1398991682210915
41.19813434542041,0.14544803471058793
41.29816178151721,0.14684245209848776
41.39818921761401,0.14490208328048054
41.4982166537107,0.14337825223603276
41.5982440898075,0.14448970547284296
41.6982715259043,0.14566223381038396
41.79829896200099,0.14491065352266835
41.898326398097794,0.14575202022382824
41.99835383419448,0.1478485251756319
42.098381270291284,0.14591902947858806
42.198408706388086,0.1423766574640405
42.298436142484775,0.14214993179936783
42.39846357858158,0.14263880880806945
42.498491014678265,0.14613629144351217
42.59851845077507,0.14858970945442532
42.69854588687187,0.1455556556477961
42.79857332296856,0.14767321712752768
42.89860075906536,0.14809716748868426
42.99862819516205,0.14680623150398076
43.09865563125885,0.1469600770735464
43.19868306735565,0.14446683857049308
43.29871050345234,0.1476144810878409
43.39873793954914,0.14687931269657578
43.498765375645945,0.1457980382234536
43.59879281174263,0.14940512128230715
43.698820247839436,0.1520194697939103
43.798847683936124,0.15729565214142482
43.898875120032926,0.15526507788528343
43.99890255612973,0.1527864932897779
44.09892999222642,0.15180414283955176
44.19895742832322,0.15160932227351195
44.29898486441991,0.1520881013600425
44.39901230051671,0.15029487654934795
44.49903973661351,0.15603122313048906
44.5990671727102,0.15602219289936675
44.699094608807,0.15650944499889127
44.79912204490369,0.1526277738093972
44.89914948100049,0.15332062088614756
44.9991769170973,0.15202768858835347
45.09920435319398,0.15446100463345508
