f,PSD
-79.90765467099543,0.13918895733299086
-79.80762723489875,0.14284708732211385
-79.70759979880194,0.1417210432609741
-79.60757236270526,0.14497509139974873
-79.50754492660845,0.14341534496278152
-79.40751749051165,0.13976469200919045
-79.30749005441496,0.14001991120441465
-79.20746261831815,0.139033269009004
-79.10743518222147,0.1412220091511565
-79.00740774612467,0.14143528629811947
-78.90738031002786,0.14078388195671626
-78.80735287393117,0.14054689734833006
-78.70732543783437,0.13942457432937533
-78.60729800173758,0.13965194820098895
-78.50727056564088,0.14241777361262273
-78.40724312954407,0.14439972033802406
-78.30721569344739,0.14047646716238504
-78.2071882573506,0.1394301428671792
-78.10716082125379,0.14014938172095961
-78.00713338515709,0.1399830022290325
-77.9071059490603,0.14489240005183635
-77.80707851296361,0.14327470188780395
-77.7070510768668,0.1421646871387476
-77.60702364077,0.14053927922244747
-77.50699620467331,0.1416822519854962
-77.4069687685765,0.14370142789395846
-77.30694133247982,0.1431450953919106
-77.20691389638301,0.13859067193998134
-77.10688646028622,0.13446372957971725
-77.00685902418954,0.1397962702010335
-76.90683158809273,0.1489096389242121
-76.80680415199603,0.15277662030838554
-76.70677671589924,0.1488135193689841
-76.60674927980243,0.14728415774447112
-76.50672184370575,0.14825510550448556
-76.40669440760894,0.1462647222989615
-76.30666697151214,0.14377847734105137
-76.20663953541545,0.1391854883761113
-76.10661209931865,0.1397943066754644
-76.00658466322196,0.1396584901023362
-75.90655722712516,0.13694610895679918
-75.80652979102835,0.1372141306016635
-75.70650235493167,0.13444154149619097
-75.60647491883486,0.13728330327427354
-75.50644748273818,0.13983233285750543
-75.40642004664137,0.13945478797888733
-75.30639261054458,0.13777569020541808
-75.20636517444788,0.13377378930843573
-75.10633773835107,0.1331083500804347
-75.00631030225428,0.13749564295597333
-74.9062828661576,0.13843999733271947
-74.80625543006079,0.13501055757955105
-74.7062279939641,0.13409007849941415
-74.6062005578673,0.13247692356984833
-74.5061731217705,0.13496462979044832
-74.4061456856738,0.13976944660089585
-74.306118249577,0.13628518494881223
-74.20609081348032,0.138428140903226
-74.10606337738352,0.1374565588630404
-74.00603594128671,0.13851492578398902
-73.90600850519002,0.1407025045164576
-73.80598106909322,0.1361530808669836
-73.70595363299654,0.13593002313665417
-73.60592619689973,0.1382433943486004
-73.50589876080292,0.1398702706383626
-73.40587132470624,0.1404194688274016
-73.30584388860945,0.13832247342705703
-73.20581645251275,0.1383094605278203
-73.10578901641594,0.13877775269180237
-73.00576158031915,0.137306533053508
-72.90573414422246,0.1368857017278616
-72.80570670812565,0.1375024098265417
-72.70567927202885,0.1345843915631604
-72.60565183593216,0.13661861573827327
-72.50562439983536,0.13585855289614443
-72.40559696373867,0.13762354533656132
-72.30556952764186,0.14056906061709742
-72.20554209154507,0.13654001076456143
-72.10551465544839,0.13554061918325763
-72.00548721935158,0.13756173402500418
-71.90545978325488,0.1372893822147666
-71.80543234715809,0.13752741319536765
-71.70540491106128,0.13590870296935714
-71.6053774749646,0.1369686961039041
-71.50535003886779,0.13646338288927246
-71.405322602771,0.13852848468048176
-71.3052951666743,0.13512488852533236
-71.2052677305775,0.13506379695705914
-71.10524029448081,0.13895785334578373
-71.00521285838401,0.1388868434488914
-70.9051854222872,0.1372135620085663
-70.80515798619052,0.1379652863332775
-70.70513055009371,0.13663861088782128
-70.60510311399703,0.13578146172016942
-70.50507567790022,0.14023879705051978
-70.40504824180343,0.1408286161415529
-70.30502080570673,0.138557836451503
-70.20499336960994,0.1367819975229659
-70.10496593351324,0.13740393322303524
-70.00493849741645,0.13592929150355645
-69.90491106131964,0.13772968043066008
-69.80488362522296,0.13545090625722322
-69.70485618912615,0.13813052094834188
