#Y dist(nm)	Y force(pN)
0.000000	0.722100
18.493950	-0.402300
-4.028517	0.940600
-3.557850	0.806700
-5.348433	0.821600
-16.725200	1.436100
-12.248250	1.175700
-4.780883	0.738500
-9.464017	1.012600
-12.526900	1.124400
-15.676867	1.209100
-11.601850	0.955800
-12.734800	0.991200
-11.500700	0.901800
-17.080883	1.096400
-18.349750	1.134300
-14.245633	0.868700
-19.517333	1.175600
-11.460817	0.689200
-20.269550	1.199700
-19.610367	1.098700
-21.013067	1.158400
-25.811717	1.362700
-16.516917	0.820000
-18.657200	0.920400
-19.446483	0.955700
-18.673183	0.786500
-16.088667	0.560200
-40.308433	1.908200
-30.433917	1.331200
-23.773417	0.910900
-23.234917	0.867700
-25.178417	0.909700
-24.599983	0.758900
-31.740083	1.179500
-29.260283	1.027700
-25.793467	0.727300
-35.891633	1.245800
-31.527767	0.946600
-29.744950	0.820500
-30.301200	0.835800
-31.336567	0.892300
-27.070400	0.603900
-40.224017	1.353400
-36.900667	1.129300
-40.087033	1.217900
-48.015900	1.669500
-36.083800	0.958200
-39.433700	1.163400
-37.289933	0.851300
-29.553900	0.380700
-38.420433	0.884300
-36.541883	0.748700
-40.402317	0.841300
-46.661500	1.163400
-36.699050	0.460500
-44.943283	0.953600
-45.932883	0.974600
-42.399800	0.783900
-46.820083	0.978800
-44.172583	0.723500
-46.370550	0.854400
-37.925467	0.267700
-44.242983	0.621800
-49.153567	0.884500
-53.678767	1.138000
-45.048300	0.564300
-46.746450	0.662700
-52.016333	0.943100
-56.587300	1.243500
-51.591717	0.885400
-43.053283	0.334700
-43.313183	0.273800
-53.465033	0.881900
-54.390433	0.895100
-46.356883	0.380600
-54.866500	0.741000
-57.869717	0.866200
-56.349500	0.694800
-57.560183	0.737000
-63.682217	1.085500
-61.287383	0.939800
-71.371750	1.457100
-63.249517	0.966700
-64.175167	1.006000
-64.441033	1.003400
-62.548567	0.855400
-62.042417	0.754300
-68.065917	1.099600
-62.233700	0.702600
-61.597667	0.655900
-66.470867	0.935200
-65.577100	0.878400
-61.910283	0.511100
-64.533867	0.612700
-57.771233	0.129500
-65.188333	0.558200
-73.733867	1.054300
-70.631383	0.851300
-72.754500	0.856800
-69.797533	0.630500
-73.099450	0.785700
-74.548583	0.880100
-73.857033	0.735200
-81.382817	1.127200
-77.902783	0.882200
-77.731567	0.857800
-71.021983	0.423800
-75.070617	0.662500
-77.912350	0.787800
-75.495417	0.613300
-79.543833	0.812000
-78.156117	0.694600
-78.621550	0.705600
-87.772567	1.231600
-91.603100	1.417800
-80.464583	0.641300
-74.781233	0.263300
-83.714317	0.699700
-87.633117	0.913000
-88.420633	0.932600
-80.428917	0.420100
-85.445167	0.556000
-88.728567	0.734800
-88.413017	0.710800
-89.292833	0.770000
-93.512500	0.891300
-89.763633	0.615800
-106.296917	1.514800
-93.734567	0.764800
-95.279067	0.849400
-95.309050	0.852900
-89.268167	0.439600
-88.993783	0.409400
-93.270383	0.638900
-101.994683	1.129400
-100.292833	0.964100
-98.286317	0.754300
-89.262750	0.187800
-95.868050	0.535200
-90.747600	0.204900
-105.627550	1.074900
-108.439933	1.220300
-105.272750	0.922800
-94.432283	0.246800
-100.015217	0.516700
-99.505783	0.464900
-101.384433	0.568400
-100.261400	0.470100
-101.419600	0.392400
-104.280283	0.560600
-106.541700	0.688500
-99.220133	0.241100
-109.557400	0.693600
-105.870450	0.431700
-108.513950	0.504300
-108.444933	0.487400
-107.115917	0.370600
-108.309483	0.448700
-113.284900	0.622500
-114.905283	0.643400
-123.985933	1.126700
-115.040833	0.578900
-116.357633	0.640400
-119.069867	0.820000
-126.280350	1.100400
-120.878850	0.794400
-129.472917	1.299700
-118.924050	0.661200
-128.206283	1.144100
-121.912267	0.690100
-124.427417	0.797800
-121.144333	0.565400
-117.508817	0.296200
-121.632617	0.550300
-127.757650	0.902100
-130.008133	0.903500
-122.532700	0.417300
-126.747383	0.615800
-130.186233	0.795500
-127.339783	0.608600
-129.227367	0.721300
-129.540617	0.673600
-128.412217	0.583600
-141.732650	1.354800
-129.152517	0.580600
-135.283667	0.938200
-140.380167	1.231900
-139.259483	1.076000
-132.591600	0.703500
-133.501450	0.707100
-125.941733	0.267800
-133.154317	0.599500
-141.465217	1.018600
-142.348483	1.031000
-138.810067	0.783100
-138.427933	0.741200
-137.986650	0.707100
-132.748100	0.374700
-137.395533	0.494000
-138.436217	0.513700
-147.954233	1.022600
-146.826583	0.971300
-131.287600	0.028500
-133.557850	0.156300
-143.592667	0.537100
-145.758300	0.656400
-146.390417	0.694300
-144.817133	0.589400
-147.305317	0.591100
-143.761733	0.347300
-150.239967	0.668800
-157.186033	1.052900
-151.622267	0.721300
-151.439050	0.701100
-152.946383	0.659900
-153.928033	0.667400
-152.561500	0.544500
-151.837300	0.481500
-147.360983	0.214700
-162.062583	1.086200
-160.449150	0.817200
-162.588750	0.937800
-151.784733	0.270200
-158.852817	0.673000
-161.558167	0.829600
-153.403583	0.182600
-168.361833	1.062500
-174.612983	1.388900
-163.834500	0.749700
-173.029133	1.297100
-159.966933	0.545300
-167.957817	0.916300
-164.333267	0.708100
-160.155833	0.419600
-165.544383	0.729800
-169.873833	0.856400
-171.799017	0.956800
-173.263767	1.012300
-174.075117	1.037500
-164.883400	0.489000
-167.309367	0.634900
-176.830533	1.086800
-169.945317	0.614800
-168.686467	0.489400
-166.240950	0.311100
-166.528133	0.313700
-167.775400	0.405600
-175.256433	0.779600
-174.614717	0.690700
-173.248567	0.573700
-174.268367	0.588400
-172.741783	0.486800
-177.428517	0.733300
-172.819833	0.407300
-175.593600	0.440400
-183.308533	0.893300
-187.844183	1.131200
-185.549350	0.975600
-182.094883	0.647000
-187.551317	0.925600
-182.772417	0.573100
-190.578717	1.035700
-184.758083	0.662000
-181.794383	0.465800
-176.968483	0.043400
-175.849233	-0.079000
-190.355667	0.712300
-182.412383	0.221900
-185.572550	0.382500
-187.586050	0.469200
-197.063317	0.997600
-196.078550	0.944400
-194.072833	0.801500
-190.677550	0.598200
-195.394200	0.802200
-195.363033	0.769100
-184.662817	0.103900
-194.142867	0.613300
-197.360467	0.764800
-194.813983	0.624500
-195.069400	0.546000
-201.056317	0.830500
-200.010417	0.746200
-201.697783	0.803000
-195.239000	0.405900
-196.405367	0.459400
-201.058333	0.667100
-203.039683	0.679100
-204.099283	0.723500
-204.228150	0.714900
-199.108333	0.382700
-198.293667	0.211900
-194.834383	-0.013000
-207.588067	0.677800
-208.671050	0.728400
-199.657333	0.161300
-201.795200	0.272400
-208.566450	0.502500
-209.102383	0.524000
-198.017000	-0.155700
-213.711383	0.780200
-209.146200	0.471000
-209.209217	0.429700
-214.451233	0.659900
-217.463883	0.865700
-217.271250	0.796200
-220.327050	1.036800
-225.609883	1.306400
-214.586517	0.503800
-223.128217	1.009300
-212.658850	0.329100
-216.565283	0.568700
-221.866850	0.876900
-213.501667	0.369400
-213.280717	0.234400
-223.837633	0.875600
-224.904900	0.806700
-223.233350	0.727200
-211.894750	0.023700
