#Y dist(nm)	Y force(pN)
0.000000	0.748700
-5.377617	0.983100
-3.975017	0.838800
-2.115333	0.711400
-6.224417	0.913200
-3.108633	0.743800
-9.737683	1.132600
-3.394567	0.750300
-8.266933	0.993100
-15.016133	1.340800
-15.927950	1.289300
-12.020200	1.021400
-13.908433	1.101100
-10.973867	0.917700
-15.640300	1.172300
-16.131917	1.181700
-20.006550	1.410800
-6.803567	0.627600
-16.912150	1.187600
-14.780817	1.026300
-22.361783	1.410400
-16.959217	1.098000
-21.434883	1.345600
-13.488633	0.853900
-16.247367	0.897900
-19.155450	1.038200
-22.628567	1.152900
-16.095350	0.762500
-17.333133	0.792700
-20.721833	0.988000
-17.557517	0.720900
-17.559917	0.635400
-20.444917	0.800700
-13.664633	0.379000
-18.292967	0.668100
-22.639000	0.923900
-29.251250	1.293500
-19.187750	0.611600
-20.730650	0.675200
-31.613333	1.302700
-24.006517	0.838200
-29.720583	1.134400
-24.929317	0.818700
-22.031183	0.536800
-20.785033	0.457300
-20.740733	0.450700
-34.640950	1.266500
-34.774217	1.130700
-26.220617	0.564600
-36.286317	1.118400
-32.298850	0.886700
-31.444117	0.735900
-34.472750	0.839300
-38.523433	0.998200
-40.756633	1.128400
-39.406300	1.065500
-40.629117	1.152900
-44.225650	1.289300
-44.293650	1.208000
-42.380533	1.076500
-42.378283	1.019800
-42.230100	1.002800
-44.523083	1.146700
-42.222233	1.016500
-43.875267	1.049700
-42.322483	0.954400
-46.760567	1.191000
-36.362183	0.546100
-42.800050	0.778700
-46.805700	0.979400
-51.478817	1.206600
-51.691983	1.207600
-47.033500	0.932000
-41.449183	0.579400
-47.998067	0.787200
-39.321400	0.281600
-60.912617	1.548000
-54.202683	1.166200
-52.234867	1.008300
-44.092283	0.500800
-53.747317	1.020000
-54.110467	1.021800
-52.534217	0.838200
-50.246017	0.740700
-53.504133	0.877900
-50.125083	0.549100
-59.786733	1.085500
-57.338217	0.906000
-64.472683	1.338700
-52.508633	0.596200
-60.301433	1.046200
-59.909167	0.895200
-61.087950	0.961100
-65.945717	1.169100
-56.989933	0.662500
-62.276150	0.954200
-62.437817	0.944700
-68.379783	1.250800
-62.510850	0.890600
-66.235350	1.107800
-64.863417	0.990600
-68.694467	1.083000
-63.797450	0.787700
-62.676833	0.713800
-69.124650	1.082300
-69.248717	0.937800
-66.873767	0.783300
-66.256883	0.723700
-64.667017	0.617400
-58.282683	0.167800
-57.395967	0.071400
-76.821250	1.197500
-65.528983	0.530500
-76.318167	1.048800
-73.874133	0.883900
-72.352683	0.764800
-74.124533	0.830800
-73.834883	0.807400
-65.792317	0.310200
-70.670833	0.574000
-76.925783	0.801100
-74.506750	0.657200
-73.549583	0.584800
-77.294133	0.781900
-74.548817	0.552000
-75.736333	0.591700
-82.800017	0.948300
-79.513483	0.746800
-78.238050	0.656900
-80.731733	0.786400
-81.603283	0.726100
-83.569867	0.806700
-87.661383	0.965800
-84.138883	0.767800
-81.349533	0.598300
-81.889383	0.602200
-83.153567	0.542400
-86.492800	0.731900
-80.701200	0.334700
-87.541433	0.760600
-86.489333	0.640600
-90.439950	0.776900
-91.280433	0.816400
-87.690800	0.584000
-99.706483	1.284400
-93.394150	0.907100
-92.057133	0.830800
-87.910950	0.466700
-86.590617	0.328200
-98.587700	0.983000
-92.901267	0.624000
-93.484017	0.655800
-92.513533	0.577600
-96.067250	0.635900
-98.385333	0.761500
-94.144817	0.523500
-100.775950	0.900500
-91.332200	0.182600
-100.018717	0.644400
-97.718600	0.455300
-98.574867	0.501900
-100.593933	0.602200
-99.250133	0.531400
-101.827850	0.615500
-101.595167	0.509700
-111.273200	1.052600
-108.226900	0.856100
-106.548050	0.759500
-108.742067	0.885000
-104.625167	0.635400
-108.775583	0.782200
-107.821450	0.700100
-109.798933	0.758500
-108.037933	0.648100
-107.303050	0.608000
-113.013667	0.941700
-99.311667	-0.006300
-108.647350	0.508400
-108.873217	0.502500
-115.082017	0.888900
-112.402633	0.612700
-111.216383	0.505300
-110.093817	0.381900
-115.128967	0.682500
-120.795567	1.019100
-110.234367	0.392400
-117.786100	0.801500
-110.781733	0.369400
-123.355083	1.079500
-114.567550	0.540500
-119.743850	0.801500
-110.585250	0.197000
-116.630583	0.525100
-115.826983	0.390100
-116.524500	0.434300
-122.073483	0.728800
-123.216100	0.752000
-121.658817	0.572700
-122.941183	0.621100
-119.354167	0.373500
-125.735033	0.722800
-122.179917	0.513000
-127.409117	0.830100
-139.189133	1.389700
-128.812817	0.762900
-134.170133	1.058500
-120.388900	0.260000
-128.072150	0.587300
-124.393750	0.302600
-138.253183	1.079500
-129.371983	0.516100
-122.698417	0.126600
-129.219817	0.500700
-130.651217	0.534000
-132.441733	0.615100
-129.462767	0.421800
-130.400683	0.473800
-138.890817	0.970500
-137.807917	0.836700
-132.982867	0.537900
-135.097883	0.599500
-128.161450	0.158000
-135.397317	0.528300
-129.559450	0.179300
-132.156650	0.302000
-141.388883	0.835000
-141.233117	0.665100
-137.964117	0.481500
-140.499383	0.591700
-137.462950	0.406100
-141.551950	0.592700
-141.904083	0.611200
-143.691783	0.680800
-140.664867	0.492000
-150.430733	1.016500
-148.582283	0.938800
-146.653400	0.697400
-148.997400	0.794900
-141.653567	0.308400
-141.221550	0.281600
-149.847983	0.774400
-152.837583	0.924700
-151.482850	0.789200
-151.077533	0.673600
-152.430467	0.739800
-150.895250	0.641000
-144.583500	0.227300
-150.277100	0.455000
-150.534333	0.433300
-154.988050	0.633200
-157.745650	0.787400
-151.652183	0.451300
-149.610617	0.315900
-155.266800	0.494600
-153.930967	0.417900
-160.421733	0.803200
-147.924483	0.028600
-153.939283	0.235000
-156.162583	0.367900
-151.668867	0.044700
-158.334533	0.414700
-156.321467	0.208800
-162.141700	0.536900
-168.076833	0.893800
-159.704167	0.394500
-162.540200	0.526100
-168.505117	0.783600
-170.339083	0.907600
-170.634650	0.904100
-164.698017	0.504000
-168.237250	0.606800
-157.772567	-0.020700
-168.605833	0.568900
-158.623933	-0.047300
-177.041167	1.019400
-178.301583	1.096600
-167.910183	0.440200
-169.338400	0.506000
-174.040500	0.734600
-174.682600	0.778700
-177.649917	0.923400
-175.248317	0.755700
-170.855850	0.349400
-172.083050	0.445700
-174.770567	0.614400
-173.157917	0.470400
-166.985350	0.006500
-169.585833	0.104500
-173.349817	0.318900
-179.322933	0.601900
-175.540733	0.355000
-181.226083	0.695500
-174.833750	0.282200
-180.861000	0.529700
-184.819583	0.764800
-185.080183	0.734200
-180.878367	0.463800
-167.829033	-0.317900
-171.653083	-0.113300
-181.005450	0.309800
-185.597200	0.564800
-187.397167	0.673800
-179.482383	0.217900
-184.194500	0.399500
-189.624200	0.692000
-188.170550	0.563900
-193.386267	0.877500
-195.724850	1.019300
-188.284950	0.586400
-189.170267	0.492000
-189.970167	0.530700
-193.912383	0.701800
-188.224733	0.397000
-194.709117	0.707100
-184.769917	0.046800
-192.155583	0.459700
-192.269150	0.456500
-195.367200	0.625400
-194.365417	0.559800
-184.483200	-0.037300
-189.622650	0.193100
-192.359150	0.339500
-188.498667	0.060000
-190.284717	0.148800
-194.626133	0.410200
-202.339567	0.829200
-194.113633	0.215800
-195.507950	0.281600
-203.752317	0.768300
-199.835950	0.505100
-193.797200	0.028400
-198.635117	0.311100
-201.181433	0.433600
-201.151433	0.387700
-200.778817	0.332400
-195.736767	-0.003600
-196.288650	0.015500
-206.563650	0.595100
-204.703600	0.464000
-197.204700	0.029000
-205.378550	0.506000
-200.141767	0.171000
-204.031133	0.410200
-204.324950	0.253400
-206.898300	0.340700
-200.600833	-0.069800
-206.157283	0.260500
-204.201583	0.133000
-205.710767	0.222300
-221.505100	1.048700
-214.829150	0.625100
-202.347017	-0.145800
-206.564267	0.071100
-203.874483	-0.124700
-209.399917	0.201600
-226.431600	1.145900
-213.454033	0.355600
-205.514267	-0.147900
-206.264083	-0.128900
-224.479933	0.850900
-210.256267	-0.024000
-205.520750	-0.378700
-215.090350	0.183500
-222.487067	0.624600
-212.673550	0.020600
-214.940133	0.084700
-213.870583	-0.072500
-215.827683	0.046600
-213.733867	-0.099900
-215.064983	-0.063200
-228.707550	0.646700
-223.047733	0.316900
-221.568933	0.188800
-229.708150	0.632300
-227.543217	0.504600
-225.248800	0.356300
-224.640533	0.199600
-225.262633	0.220000
-226.778000	0.250700
-228.815483	0.372100
-225.748083	0.155200
-230.746050	0.458900
-227.252817	0.152400
-231.442367	0.361800
-227.529150	0.090800
-225.021350	-0.112300
-228.809600	0.106400
-222.363633	-0.284900
-237.040383	0.408100
-235.832533	0.368500
-231.236467	0.046200
-234.913433	0.316300
-230.216117	0.006600
-234.773817	0.218700
-231.172383	-0.045800
-231.808283	-0.049700
-230.698867	-0.126900
-236.795417	0.211200
-241.118767	0.447600
-237.123967	0.148800
-235.476717	0.006000
-237.707300	0.069800
-239.474583	0.174700
-239.186583	0.153400
-245.419100	0.518600
-248.290350	0.547100
-240.131467	0.047700
-243.225433	0.224800
-239.307550	-0.023500
-251.758917	0.850800
-240.671600	0.172700
-246.035067	0.489900
-249.111217	0.674700
-250.480450	0.784700
-243.254033	0.383800
-242.882033	0.377500
-248.430417	0.735000
-248.944050	0.749000
-252.209000	0.963500
-250.701067	0.885000
-235.343283	-0.024800
-241.868833	0.326800
-238.958833	0.173800
-233.419267	-0.166800
-228.857050	-0.452800
-232.887800	-0.256000
-232.971617	-0.264300
-237.907717	0.076200
-248.401867	1.020900
-246.904017	0.971100
-240.755650	0.607400
-235.815483	0.327700
-237.476300	0.514400
-231.212117	0.154200
-240.452183	0.695500
-239.495117	0.662700
-236.027983	0.439000
-236.910583	0.503200
-231.834900	0.322400
-229.070133	0.199000
-228.971067	0.188400
-238.305500	0.705500
-233.753667	0.549300
-237.981350	0.829100
-232.490667	0.508500
-232.076017	0.460500
-230.374250	0.351800
-228.001167	0.229800
-225.751817	0.077700
-232.827950	0.487700
-234.703017	0.616200
-234.631617	0.616800
-229.520250	0.395900
-220.118633	0.036100
-225.578783	0.361600
-226.132050	0.395600
-220.771050	0.116000
-220.410450	0.158000
-218.087200	0.024800
-222.087050	0.228500
-223.337950	0.300200
-224.563583	0.463600
-225.001200	0.507800
-226.387683	0.570700
-225.769183	0.546400
-223.490183	0.401800
-221.768150	0.283100
-213.968950	-0.196600
-213.699483	-0.211400
-218.025867	0.237000
-221.971317	0.511800
-216.132733	0.185500
-216.798500	0.184700
-211.863433	-0.112700
-220.863750	0.403400
-211.364600	-0.161200
-213.353733	-0.089600
-219.323650	0.258800
-216.632650	0.097100
-214.788183	0.029800
-213.341533	-0.060200
-222.191950	0.480800
-217.413200	0.176000
-213.910233	0.129400
-213.412267	0.283500
-212.126783	0.199000
-217.792283	0.549100
-217.569250	0.565400
-212.906367	0.435900
-217.223100	0.682100
-219.401867	0.828300
-226.776017	1.277700
-221.656883	0.979300
-209.693800	0.263900
-212.387317	0.446100
-210.581900	0.336800
-208.554533	0.216700
-205.729417	0.038100
-207.900733	0.376600
-203.207850	0.136100
-201.343867	0.016500
-203.347083	0.139900
-203.791950	0.151400
-210.041117	0.543300
-205.135350	0.441800
-202.056600	0.271700
-195.423583	-0.114200
-208.297533	0.663100
-206.769650	0.566300
-199.670400	0.110000
-192.706217	-0.329700
-199.451833	0.050800
-196.008450	-0.086500
-196.673317	-0.020100
-207.595750	0.669500
-204.309067	0.481500
-197.357783	0.112000
-202.759650	0.515000
-201.481367	0.463500
-193.848900	-0.002800
-196.529783	0.135400
-197.137850	0.180800
-198.206633	0.269500
-191.730167	0.023100
-192.514583	0.078400
-199.052933	0.474100
-196.485550	0.320900
-194.055967	0.202800
-191.712367	0.070500
-195.313833	0.269500
-197.672783	0.415600
-200.577433	0.602500
-190.971617	0.021300
-197.501117	0.392100
-196.423833	0.327100
-195.346517	0.274500
-193.101150	0.136700
-197.486583	0.397000
-191.852817	0.074400
