74,82,50,13,25,6,13,9,9,8,3,6,5,4,1,5,3,4,2,3,3,1,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
411.42,1040.6,1669.8,2299,2928.2,3557.4,4186.6,4815.8,5445,6074.2,6703.4,7332.5,7961.7,8590.9,9220.1,9849.3,10479,11108,11737,12366,12995,13624,14254,14883,15512,16141,16770,17400,18029,18658,19287,19916,20546,21175,21804,22433,23062,23692,24321,24950,25579,26208,26838,27467,28096,28725,29354,29983,30613,31242
