48,25,0,0,1,0,0,40,39,3,0,0,0,0,2,6,19,16,4,5,3,2,0,0,4,3,10,4,2,0,4,4,0,5,0,1,0,0,0,2,0,2,2,2,4,3,0,1,1,2
145.26,242.13,338.99,435.86,532.72,629.59,726.46,823.32,920.19,1017.1,1113.9,1210.8,1307.7,1404.5,1501.4,1598.2,1695.1,1792,1888.8,1985.7,2082.6,2179.4,2276.3,2373.2,2470,2566.9,2663.8,2760.6,2857.5,2954.4,3051.2,3148.1,3245,3341.8,3438.7,3535.6,3632.4,3729.3,3826.2,3923,4019.9,4116.8,4213.6,4310.5,4407.4,4504.2,4601.1,4698,4794.8,4891.7
