freq (kHz),psd (bit2/Hz)
20.010666666666665,0.013184303
20.05333333333333,0.004668359
20.096,0.003998129
20.138666666666666,0.004697294
20.18133333333333,0.004438132
20.224,0.0034332073
20.266666666666666,0.0034434898
20.30933333333333,0.0032871505
20.352,0.0037054857
20.394666666666666,0.0036892095
20.43733333333333,0.004058761
20.48,0.0034034955
20.522666666666666,0.0032658249
20.56533333333333,0.003489275
20.608,0.0035566275
20.650666666666663,0.0045952476
20.69333333333333,0.006984977
20.736,0.0037488288
20.778666666666663,0.0028617969
20.82133333333333,0.0035260688
20.864,0.0033599653
20.906666666666663,0.0037433603
20.949333333333332,0.0040000025
20.992,0.0036984598
21.034666666666663,0.003852817
21.077333333333332,0.0035776787
21.12,0.0029397972
21.162666666666663,0.0034849723
21.205333333333332,0.0030335637
21.248,0.0032301648
21.290666666666663,0.0032592514
21.333333333333332,0.0036612607
21.376,0.0042040506
21.418666666666663,0.0035655138
21.461333333333332,0.0038785967
21.504,0.0034033787
21.546666666666663,0.0037165238
21.589333333333332,0.0032765067
21.632,0.0025720312
21.674666666666663,0.002430727
21.717333333333332,0.0025135963
21.76,0.0031602602
21.802666666666664,0.0038252976
21.845333333333333,0.003803481
21.888,0.0042098393
21.930666666666664,0.0032938265
21.973333333333333,0.0032484706
22.016,0.0045932163
22.058666666666664,0.004152709
22.101333333333333,0.0034704872
22.144,0.0030569867
22.186666666666664,0.0033620372
22.229333333333333,0.0032611273
22.272,0.003397162
22.314666666666664,0.0028433246
22.357333333333333,0.003064901
22.4,0.0036465228
22.442666666666664,0.0040873336
22.485333333333333,0.0038600964
22.528,0.0039967215
22.570666666666664,0.003639577
22.613333333333333,0.0036076524
22.656,0.0038331524
22.698666666666664,0.0033014093
22.741333333333333,0.003963153
22.784,0.0037057542
22.826666666666664,0.0027778258
22.869333333333334,0.0030409163
22.912,0.003797362
22.954666666666665,0.0038788875
22.997333333333334,0.0045231967
23.04,0.0039379606
23.082666666666665,0.0037225499
23.125333333333334,0.004137604
23.168,0.0035790293
23.210666666666665,0.003610553
23.253333333333334,0.003558231
23.296,0.0033495857
23.338666666666665,0.0036250362
23.38133333333333,0.004299783
23.424,0.0044288714
23.466666666666665,0.004858166
23.50933333333333,0.0043389862
23.552,0.0037879874
23.594666666666665,0.0038077843
23.63733333333333,0.0037477633
23.68,0.0033687032
23.722666666666665,0.0040492
23.76533333333333,0.004025788
23.808,0.0042666616
23.850666666666665,0.00398534
23.89333333333333,0.0036524842
23.936,0.0036507868
23.978666666666665,0.006847451
24.02133333333333,0.007322071
24.064,0.0040498083
24.106666666666666,0.0039870925
24.14933333333333,0.003540494
24.192,0.0034118646
24.234666666666666,0.0038612923
24.27733333333333,0.0038764705
24.32,0.003522377
24.362666666666666,0.003568476
24.40533333333333,0.0038835509
24.448,0.0030705226
24.490666666666666,0.0035858965
24.53333333333333,0.0044018324
24.576,0.0038905141
24.618666666666662,0.0036672994
24.66133333333333,0.0033678503
24.704,0.003780681
24.746666666666663,0.003757657
24.78933333333333,0.0027778144
24.832,0.0024639992
24.874666666666663,0.0033591238
24.917333333333332,0.0040121954
24.96,0.33110297
25.002666666666663,1.1042155
25.045333333333332,0.23538893
25.088,0.0031663359
25.130666666666663,0.0029173791
25.173333333333332,0.0031319647
25.216,0.0037425323
25.258666666666663,0.003964646
25.301333333333332,0.00379655
25.344,0.0033239215
25.386666666666663,0.0031065408
25.429333333333332,0.0033406003
25.472,0.0033801456
25.514666666666663,0.0032926751
