#Y dist(nm)	Y force(pN)
0.000000	0.248900
-8.385700	0.708800
-17.920383	1.122100
-8.986900	0.537500
-11.421667	0.671700
-8.198683	0.450100
-13.539600	0.749000
-16.484783	0.923200
-6.435583	0.317200
-17.169967	0.955200
-15.880617	0.666600
-13.814033	0.471700
-14.748650	0.532400
-18.876300	0.759200
-21.154833	0.910900
-24.825083	1.136200
-17.810150	0.702800
-22.260217	0.955200
-24.887433	1.018300
-30.623667	1.167600
-24.475417	0.825900
-21.853683	0.669100
-19.367883	0.509800
-19.040267	0.420900
-29.270400	1.021100
-29.100383	0.999400
-22.301800	0.604400
-25.280783	0.737200
-26.180467	0.767400
-21.928733	0.443500
-17.528917	0.162900
-23.327400	0.465200
-30.720883	0.862000
-37.857267	1.173000
-32.032917	0.764100
-34.273000	0.867200
-23.322317	0.207300
-24.376700	0.250700
-26.021100	0.302600
-31.008150	0.558500
-31.113000	0.567800
-25.780567	0.236100
-27.635033	0.347800
-35.650683	0.548500
-34.945267	0.393300
-36.796950	0.505700
-42.091767	0.796200
-41.089817	0.735900
-40.495333	0.680800
-38.792700	0.571700
-29.819200	0.017300
-39.213133	0.493600
-44.626917	0.654000
-47.445067	0.817200
-40.153583	0.355600
-45.682867	0.674400
-44.675483	0.614200
-45.829567	0.645900
-52.797200	0.842600
-49.504767	0.651000
-42.992467	0.229200
-51.492367	0.713700
-50.974700	0.573500
-44.156850	0.106400
-49.571933	0.408100
-54.510333	0.682900
-51.161217	0.464700
-50.865633	0.437800
-59.809933	0.871900
-55.108600	0.529400
-52.658800	0.356300
-57.062617	0.600600
-50.608417	0.222300
-50.900417	0.212700
-61.594833	0.831400
-59.694167	0.707700
-58.355467	0.486000
-59.003067	0.403200
-72.944100	1.215800
-70.582150	1.096400
-65.481667	0.765600
-59.066217	0.392700
-66.172667	0.799500
-57.809150	0.303200
-69.054417	0.931500
-74.092967	0.971700
-72.404567	0.845400
-71.661017	0.817200
-72.475850	0.835400
-77.805200	1.049600
-76.719250	0.992300
-71.129467	0.669000
-74.214633	0.834400
-69.154533	0.539200
-61.216267	0.010800
-73.997883	0.606700
-71.322283	0.408100
-72.892483	0.468400
-77.432050	0.705500
-60.490500	-0.315700
-76.406917	0.646200
-73.121150	0.440600
-73.707633	0.449500
-78.402850	0.659900
-78.257083	0.590500
-79.136667	0.603000
-81.474633	0.713500
-82.092017	0.742200
-79.176483	0.538300
-78.541233	0.403300
-80.270017	0.399600
-86.177567	0.721500
-87.980933	0.817900
-88.442317	0.829200
-89.837533	0.904600
-85.493433	0.646600
-81.167483	0.370900
-83.908867	0.492000
-88.906833	0.546400
-92.502600	0.726500
-87.953400	0.434300
-89.302867	0.507000
-85.619617	0.238800
-88.216533	0.393100
-89.667983	0.468400
-88.094183	0.358900
-98.271133	0.694300
-102.888350	0.965600
-98.740517	0.716100
-100.708250	0.803600
-107.702167	1.106700
-107.431817	1.076400
-102.076283	0.754300
-107.730867	1.128600
-104.564717	0.949200
-94.896367	0.381000
-93.916750	0.211400
-100.263950	0.503900
-94.958400	0.150200
-95.623150	0.182900
-100.072667	0.424500
-104.360233	0.672400
-97.792950	0.263900
-103.103467	0.558600
-102.557850	0.467300
-108.873833	0.631000
-99.852033	0.051400
-104.950883	0.330700
-109.804450	0.617900
-106.846650	0.421400
-112.951683	0.774400
-110.989533	0.660400
-107.793200	0.479900
-109.411917	0.325500
-116.562700	0.692000
-117.403150	0.737900
-113.565500	0.507800
-104.428700	-0.043000
-110.985317	0.309600
-116.146100	0.586400
-106.129367	0.000000
-117.028083	0.454600
-117.491100	0.369200
-120.556700	0.537800
-132.457850	1.232600
-121.034850	0.575900
-124.268950	0.758900
-117.786750	0.352700
-119.444917	0.453000
-118.722200	0.388700
-118.073583	0.289600
-125.989783	0.742300
-117.512917	0.211500
-122.353800	0.485300
-121.259617	0.375600
-123.178500	0.494300
-127.359850	0.738500
-127.659250	0.739400
-126.174983	0.408700
-130.389017	0.617100
-131.790167	0.644100
-131.917500	0.630500
-133.292000	0.693200
-125.322967	0.204300
-123.287067	0.046200
-133.589600	0.677300
-124.081050	0.074300
-131.201933	0.489400
-132.753200	0.404600
-139.394233	0.705100
-136.862267	0.535500
-134.979233	0.397000
-129.562983	0.064300
-135.725383	0.412300
-136.596733	0.445600
-135.423817	0.368100
-139.158150	0.590600
-139.113450	0.596900
-141.738367	0.652200
